	R10	R11	R12	R1	R2	R3
Prph	12	17	14	13	13	14
Pcbp4	1184	1235	1578	1449	1462	1489
Cdca3	945	997	1226	862	1065	1048
C1qtnf12	79	78	100	42	98	85
Ccndbp1	527	450	519	640	502	492
Ogfod2	62	45	64	122	74	62
Mrps23	439	393	523	628	462	522
1700082M22Rik	0	0	0	0	0	2
Rhebl1	71	71	66	110	62	73
Sfi1	158	145	160	192	175	158
Hes7	29	27	27	27	27	12
Pigx	527	421	496	535	509	483
Pisd-ps2	3	8	3	12	2	2
Tiam2	666	716	701	842	663	708
Nox3	0	0	0	0	0	0
Synj2	759	878	893	1903	790	909
Rsph3b	116	109	162	164	147	148
Rps6ka2	167	201	236	1075	225	246
Prkn	0	0	0	1	0	0
Agpat4	363	282	360	417	314	311
Slc22a3	0	1	1	0	0	0
Slc22a1	0	0	0	0	0	0
Igf2r	4848	5182	4877	6784	4660	4727
Acat2	1154	1243	1484	538	1367	1412
Lnpep	2713	3411	3300	3958	2943	3257
Chd1	1262	1720	1823	2098	1548	1724
Mpc1	125	177	215	183	158	154
Pde10a	0	0	0	0	0	0
1700010I14Rik	0	0	0	0	0	0
Zfp54	47	75	56	73	56	50
Phf10	673	865	846	1257	819	856
Thbs2	2	0	1	1	5	6
Smoc2	2	1	0	1	0	2
Zfp51	174	203	225	216	175	166
Zscan10	0	1	3	1	2	4
Mmp25	0	0	0	0	0	0
Hcfc1r1	2131	1745	2246	2560	2209	2269
Tnfrsf12a	2601	1883	2676	3355	2676	2706
Cldn6	18	12	16	33	18	12
Pkmyt1	551	617	706	611	658	726
Paqr4	186	240	270	244	257	255
Flywch2	160	158	155	394	179	181
Slc25a27	42	52	47	121	33	37
Pla2g7	312	208	222	442	187	154
Mep1a	0	0	0	2	0	1
Tnfrsf21	187	304	349	663	334	375
Adgrf4	0	0	0	0	1	0
Cenpq	334	371	424	334	387	377
Mmut	494	671	728	663	652	662
Tbc1d5	536	667	716	919	644	669
Rhag	1	0	0	1	0	0
Satb1	107	149	124	159	114	136
Crisp2	0	0	0	0	0	0
Efhb	10	12	10	14	8	13
Cdc5l	1840	2201	2326	2208	2213	2189
Spats1	0	1	1	1	1	2
Aars2	179	224	313	184	295	284
Mrpl14	596	392	570	648	549	596
Sgo1	915	1068	1130	936	976	997
Slc29a1	655	717	839	1230	793	847
Sult1c1	0	0	0	0	0	0
Hsp90ab1	45840	49386	57646	52237	55102	55911
Slc5a7	0	0	0	0	0	0
Nfkbie	677	666	697	855	644	636
Tcte1	0	0	0	0	0	0
Vegfa	952	743	887	1929	908	861
Gtpbp2	910	902	1038	2714	956	986
Polh	1102	1170	1379	711	1192	1290
Clic5	4	5	3	1	2	1
Enpp5	1095	893	970	1258	896	895
Enpp4	455	550	622	630	520	517
Cyp39a1	354	321	351	509	296	290
Calcr	0	0	0	0	0	0
Fbxl17	241	314	336	436	303	338
Rsph9	2	1	6	3	2	7
Mrps18a	397	334	423	556	420	421
Crip3	0	1	0	1	1	1
Rrp36	298	274	372	356	343	370
Ptk7	2530	2352	2764	3278	2665	2836
Cnpy3	534	535	670	762	644	680
Ubr2	2236	2556	2486	3256	2323	2589
Prph2	0	0	0	0	0	0
Guca1b	1	0	1	0	0	0
Taf8	370	363	480	513	437	376
Guca1a	0	0	0	0	0	0
Gm20517	1	1	1	0	0	0
Pgc	0	0	0	1	0	0
Bysl	181	226	351	505	327	354
Tfeb	216	197	250	386	218	233
Foxp4	1153	1427	1521	1835	1473	1558
Trem2	1	1	0	1	0	0
Treml1	0	0	0	0	0	0
Nfya	1016	1105	1336	1237	1290	1313
Tspo2	0	0	0	0	0	0
Kif6	1	0	0	0	0	0
Brd4	2737	4079	3630	4133	3577	3809
Stk38	956	1126	1174	1679	1027	1068
Ppil1	894	922	1222	784	1076	1081
Cpne5	2	1	1	3	1	0
Pi16	0	1	0	1	0	1
Mtch1	2930	2693	3483	3058	3162	3171
Fgd2	2	3	3	8	4	2
Pim1	1704	1544	1817	1647	1586	1647
Ccdc167	28	41	45	58	31	35
Cmtr1	10	12	15	24	8	11
Glo1	1643	1631	2157	1917	1955	1983
Glp1r	0	0	0	1	0	0
Tff2	0	0	0	0	0	0
Tff3	0	0	0	0	0	0
Abcg1	17	18	21	119	25	15
Tff1	0	0	0	0	0	0
Rsph1	1	1	0	5	0	0
Tmprss3	0	0	0	0	0	0
Slc37a1	40	39	47	87	43	53
Wdr4	183	204	304	381	298	336
Ndufv3	558	385	589	810	635	654
Cbs	5	9	2	12	4	3
Cryaa	1	0	0	0	1	0
Sik1	658	743	850	1358	819	862
Arhgap28	392	433	416	469	384	376
Epb41l3	0	0	1	1	1	0
Akap8	885	1079	1224	1307	973	1078
Myl12a	2766	2490	3016	2725	3125	3204
Myom1	21	18	14	11	15	13
Wiz	1173	1572	1631	1952	1496	1726
Lpin2	864	1075	1135	1976	966	1052
Emilin2	18	24	22	59	28	30
Smchd1	2282	3240	3104	2869	2894	3073
Cyp4f13	212	212	168	346	167	160
Ndc80	1128	1271	1488	1155	1227	1342
Clip4	237	208	194	361	172	218
Lbh	681	684	753	921	615	614
Galnt14	0	0	0	0	0	0
Ehd3	0	0	0	0	1	0
Xdh	1006	945	1013	4051	920	839
Dpy30	606	620	731	563	669	772
Spast	638	830	824	928	793	840
Slc30a6	192	184	214	290	189	185
Prkd3	1724	2029	2059	3361	1971	2053
Yipf4	997	949	1145	1237	1085	1100
Birc6	1317	2449	1862	2123	1875	2136
Crim1	3639	4530	4828	3086	4344	4471
Vit	0	0	0	0	0	0
Strn	989	1301	1358	1616	1234	1320
Ttc27	556	663	805	623	809	743
Eif2ak2	954	1179	1213	1430	1096	1097
Cebpz	946	1230	1391	1325	1224	1203
Ndufaf7	404	430	513	454	504	530
Pja2	2121	2345	2576	2531	2286	2303
Qpct	17	11	24	73	20	17
Man2a1	1398	1780	1780	1907	1731	1909
Cyp1b1	923	1302	1448	3062	1302	1329
4930583I09Rik	0	0	0	0	0	0
Vapa	2243	2352	2621	3129	2469	2508
Hnrnpll	1529	1870	2115	1968	1927	2009
Ralbp1	1893	2349	2550	2682	2271	2420
Srsf7	1312	1456	1755	1588	1680	1749
Twsg1	1581	2030	2081	1660	1971	2068
Ndufv2	1549	1410	1678	1535	1649	1652
Washc1	572	523	664	928	565	600
Washc2	562	791	767	918	734	749
Themis3	0	0	0	0	1	0
Lhcgr	0	0	0	0	0	0
Nrxn1	0	0	0	0	0	0
Cacna1h	0	0	0	0	0	0
Prss41	0	1	0	0	0	0
Prss21	0	0	0	0	0	0
Tedc2	151	171	178	167	188	170
Lrpprc	941	1327	1618	1776	1494	1563
Atp6v0c	661	594	794	981	770	753
Pdpk1	1484	1631	1709	1987	1604	1837
Prss30	0	0	0	1	0	0
Sbpl	0	0	0	0	0	0
Prepl	527	578	583	718	527	578
Sbp	0	0	0	0	0	0
Abca3	1546	1922	1965	2656	1807	1862
Slc3a1	1	1	1	0	0	2
Eci1	518	486	623	736	584	621
Six2	0	0	0	0	0	0
Srbd1	637	754	819	779	790	795
Dnase1l2	0	1	3	6	0	1
E4f1	225	231	266	296	238	284
Epas1	7	9	7	4	8	8
Mlst8	77	78	98	96	89	104
Rhoq	1209	1294	1365	1469	1263	1316
Pigf	180	183	203	225	187	171
Cript	625	517	590	626	566	590
Mcfd2	806	698	905	1106	770	738
Msh2	1748	2162	2433	1908	2242	2326
Gtf2a1l	0	2	1	0	0	0
Meiob	0	1	3	1	6	1
Hagh	703	604	714	909	578	663
Spsb3	35	37	50	53	37	42
Mapk8ip3	1733	1665	1607	2499	1402	1554
C3	13699	11347	11774	21368	10323	10574
Jpt2	1198	1499	1871	1727	1713	1721
Tmem204	2	6	1	3	2	0
Ift140	647	766	820	724	785	788
Telo2	197	241	325	288	270	301
Prss28	0	0	0	0	0	0
St6gal2	0	0	0	0	0	0
Tpsab1	0	0	0	0	0	0
Pot1b	60	74	83	81	72	80
Tekt4	0	0	0	0	0	0
Sox8	5	2	2	6	2	3
Nme4	254	234	315	301	339	310
Pgap6	54	69	86	89	76	80
Mrpl28	1040	809	1196	1022	1125	1130
Axin1	1228	1400	1616	1930	1593	1566
Pdia2	1	4	5	4	3	3
Rgs11	98	124	119	119	87	104
Fam234a	881	994	1026	1180	950	974
Luc7l	1064	1045	1213	2054	1136	1322
Dusp1	330	310	521	459	280	329
Bnip1	337	310	376	488	380	366
Phf1	298	235	312	353	249	282
Cuta	452	472	504	659	499	518
Plin3	1602	1492	1824	1938	1629	1655
Kdm4b	392	485	564	791	502	524
Rpl36-ps2	7	5	5	4	3	3
Rfx2	150	153	196	197	190	194
Acsbg2	0	0	0	0	0	0
Uqcc2	507	390	560	728	605	669
Acsbg3	9	8	7	12	5	7
Ip6k3	31	17	24	12	19	17
Grm8	0	0	0	0	0	0
Mllt1	1538	1824	1914	2364	1817	1790
Nudt3	847	787	1096	1150	1018	1016
Spdef	1	0	1	0	0	1
Snrpc	923	920	1131	1142	1213	1154
Taf11	326	347	427	488	425	403
Anks1	524	638	717	961	686	725
Zfp523	249	262	301	418	259	324
Fkbp5	1244	1348	1588	1720	1515	1547
Armc12	0	0	0	0	0	0
Clpsl2	0	0	0	0	0	0
Clps	0	0	0	0	0	0
Pdzph1	0	0	0	0	0	0
Nudt12	142	164	184	162	147	173
Cul2	683	855	906	686	853	866
Bambi	2	2	2	5	0	1
Lyzl1	0	0	0	0	0	0
Mtpap	287	317	387	413	340	350
Map3k8	101	76	111	87	91	102
Svil	857	967	921	1517	831	927
Zeb1	11	10	9	7	10	8
Epc1	142	177	196	234	176	165
Sos1	1106	1507	1370	1760	1237	1384
Map4k3	754	854	891	1035	734	783
Tmem178	0	0	0	0	0	0
Thumpd2	78	71	93	117	66	93
Pkdcc	77	78	120	58	102	90
Cox7a2l	2793	2139	2844	3543	2767	2862
Thada	360	474	485	537	468	510
Dync2li1	128	106	123	106	139	114
Abcg8	0	0	0	0	0	0
Adcyap1	0	0	0	0	0	0
Polr2d	261	239	306	261	327	317
Slc25a46	516	656	698	693	644	604
Sap130	670	977	904	953	821	883
Syt4	0	0	0	0	0	0
Adad2	0	0	0	0	0	1
Celf4	424	455	466	691	451	460
Tpgs2	114	148	171	135	148	152
Slc39a6	557	540	721	627	639	630
Elp2	1351	1525	1763	1586	1748	1720
2700062C07Rik	141	136	156	183	140	158
Zscan30	8	14	15	11	12	6
Zfp397	238	313	312	377	314	301
Mapre2	534	623	642	643	620	615
Wac	1279	1641	1701	1653	1535	1530
Ccny	900	1003	1097	1298	935	1063
Thoc1	193	271	289	182	239	212
Rock1	1038	1507	1415	1657	1340	1376
Cyp4f14	0	0	0	1	0	0
Esco1	326	365	414	339	332	318
Mib1	1885	2707	2479	2151	2406	2622
Cyp4f41-ps	21	29	24	30	28	27
Zfp871	1324	1958	1719	1831	1559	1785
Adamts10	138	149	150	180	112	168
Myo1f	0	1	0	0	0	0
Kifc5b	528	503	647	654	546	608
Dtna	59	64	60	32	58	59
Cdh2	2	3	2	1	0	3
Ccdc178	0	0	0	0	0	0
Tapbp	3534	3389	3934	3182	3616	3625
Pfdn6	495	311	557	483	590	582
Wdr46	576	714	882	1003	905	860
Mep1b	0	0	0	0	0	0
Rnf138	452	439	503	500	418	473
Vps52	471	564	592	809	631	628
Ring1	241	234	285	407	246	295
Slc39a7	99	105	120	137	103	88
Col11a2	6	5	7	7	3	3
Dsc2	305	292	289	470	266	259
H2-Oa	9	6	6	5	2	6
Brd2	3484	4220	4776	4851	4185	4412
Psmb8	1241	677	1093	1121	1128	1150
Tap2	960	807	1034	1171	990	902
Btnl2	0	0	0	0	0	0
Pfdn1	967	823	1033	1299	1000	974
Psd2	0	0	0	3	1	0
Sting1	373	373	431	589	404	377
Dnajc18	222	212	223	265	201	243
Spata24	21	22	16	22	18	22
Mzb1	1	2	1	2	0	0
Slc23a1	6	3	6	4	1	6
Sil1	613	441	584	649	533	520
Hspa9	6148	7259	8875	12721	8763	8685
Etf1	2370	2717	3032	2774	2813	2817
Cyp21a1	1	1	1	10	2	1
Gfra3	0	0	0	0	0	1
Nelfe	963	933	1106	1063	1047	1043
Cdc23	695	746	848	748	782	832
C2	5	3	1	9	6	2
Epb41l4a	219	245	243	78	183	222
Stard4	841	888	1051	628	921	971
Tslp	220	148	211	752	171	171
Bin1	1615	1570	1774	2161	1750	1743
Ercc3	691	763	871	724	778	808
Map3k2	953	1097	985	1529	883	976
Iws1	842	1091	1155	1152	1006	1050
Proc	0	2	2	1	2	3
Csnk2b	1242	1388	1483	1708	1519	1388
Myo7b	0	0	0	2	0	0
Apom	2	0	3	4	3	0
Bag6	4282	5159	5739	5608	5529	5590
Prrc2a	7102	11234	10518	10819	9910	11107
Lims2	28	18	22	80	31	26
Aif1	4	3	3	2	0	5
Ltb	4	3	8	3	5	7
Wdr33	983	1095	1267	1082	1146	1181
Tnf	17	11	19	16	10	13
Lta	5	3	1	14	2	3
Atp6v1g2	13	27	16	10	19	12
Riok3	877	947	1035	1378	1030	1049
Pou5f1	0	0	0	0	0	0
Psors1c2	0	0	2	2	0	0
Rmc1	284	308	306	304	256	287
Aqp4	0	0	0	0	0	1
Npc1	358	388	368	672	362	401
Mrpl27	302	237	365	338	336	328
Zfp521	0	0	0	0	0	0
Lama3	521	588	622	1577	601	611
Dhx16	920	1075	1370	1345	1151	1272
Impact	187	215	213	300	193	222
Ttc39c	509	559	616	718	580	603
Ndfip1	1789	1485	1842	2101	1715	1728
Atat1	203	231	232	216	215	257
Spry4	46	33	28	141	28	38
Gnl1	1324	1333	1642	1734	1583	1625
Cabyr	2	4	3	5	4	2
Nr3c1	1430	1626	1756	1701	1534	1690
Mrps18b	200	225	246	410	209	263
Gm8615	0	1	3	2	2	0
Pcdh12	18	16	16	3	15	13
Dele1	552	609	768	716	636	655
Rpp21	88	77	106	111	101	125
H2-M10.1	0	0	0	0	0	0
Arap3	12	25	21	8	21	22
Hdac3	1137	1112	1375	1260	1241	1236
Diaph1	1594	1936	1981	2030	1746	1900
Trim26	627	726	738	990	678	708
H2-M5	0	0	0	0	0	0
Gabbr1	405	429	437	448	335	348
Myot	0	0	0	1	0	0
Dcp2	486	637	664	931	560	671
Ik	1563	1844	2031	1696	1837	1793
Pggt1b	474	692	723	635	619	678
Mal2	568	559	553	1441	541	545
Ap3s1	633	569	680	942	542	616
Lvrn	27	21	29	28	18	11
Ankhd1	973	1404	1228	1361	1123	1233
Slc4a9	0	2	0	0	0	0
Hbegf	1040	911	1035	2229	974	958
Yipf5	475	459	512	565	460	519
Rbm27	609	806	827	718	733	787
Lars	1479	1788	1989	3116	2144	2077
Pou4f3	0	0	0	0	0	0
Tcerg1	1341	1837	1842	1645	1670	1727
Ppp2r2b	0	0	0	0	0	0
Dpysl3	1	0	0	1	0	0
Jakmip2	0	0	0	0	0	0
Spink1	0	0	0	0	0	0
Dtwd2	13	26	27	43	23	24
Hsd17b4	844	966	1148	1057	1098	1102
Ftmt	0	0	0	0	0	0
Rab27b	157	116	152	223	109	126
Dynap	80	83	92	94	78	96
Mbd2	862	1014	1039	1126	964	1086
Smad4	1558	1793	1964	1970	1975	2176
Sec11c	439	389	421	599	413	410
Grp	0	0	0	1	0	0
Rax	0	1	0	1	0	1
Cplx4	0	0	0	0	0	0
Pmaip1	0	0	0	0	0	0
Gnal	4	10	14	13	7	6
Impa2	534	420	530	641	509	543
Cidea	2	2	2	31	2	0
Afg3l2	986	993	1280	1443	1173	1217
Srfbp1	194	214	258	289	249	259
Lox	0	0	0	2	0	4
Prelid3a	5	5	14	14	11	7
1700034E13Rik	0	0	0	0	0	0
Spire1	438	589	628	490	551	610
Sncaip	0	1	0	0	1	0
Snx24	273	257	292	388	238	245
Psmg2	308	291	406	388	364	386
Ppic	1	1	0	0	0	1
Ptpn2	463	527	597	613	523	528
Cep192	901	1343	1127	1182	1065	1147
Ldlrad4	173	207	184	199	176	215
4930546C10Rik	0	0	0	0	0	0
Setbp1	1	0	0	1	0	1
Slc14a2	0	0	0	0	0	0
Galr1	0	0	0	0	0	0
Me2	543	855	1033	1162	961	963
Mapk4	0	0	0	2	0	1
Cxxc1	386	437	511	618	445	427
Mbd1	521	565	616	681	539	554
Smad2	632	832	894	967	788	908
Sall3	0	0	0	0	0	0
Atp9b	462	515	555	676	463	511
Rbfa	165	144	178	161	159	149
Naa12	603	639	724	666	696	699
Pde6a	1	1	1	0	2	0
Csnk1a1	4871	4945	5617	5945	5250	5296
Il17b	0	0	0	0	0	0
Pcyox1l	59	100	100	128	100	99
Grpel2	317	276	325	383	299	331
Napg	282	287	325	433	288	337
Txnl1	1904	1846	2184	1744	2089	1990
Nars	2919	3174	3487	6024	3906	3652
Fech	719	812	858	586	849	841
Nedd4l	487	565	614	723	577	596
Lmnb1	2060	2429	2869	1851	2675	2800
C330018D20Rik	65	67	63	87	63	82
Megf10	10	7	5	32	6	2
Prrc1	707	817	829	988	790	808
Slc12a2	1836	2266	2316	2661	2145	2319
Fbn2	0	0	0	0	0	0
Slc27a6	32	33	46	109	46	38
Isoc1	935	995	1111	837	1094	1105
Dctn4	1155	1261	1313	1482	1229	1284
Rbm22	766	855	977	899	865	850
Rps14	5087	3792	4480	5252	5170	5125
Cd74	787	604	750	533	601	653
Tcof1	879	1383	1446	1481	1507	1520
Tmx3	1235	1447	1542	1678	1463	1471
Camk2a	17	8	6	1	8	12
Cdx1	0	0	0	0	0	0
Pdgfrb	6	3	12	7	8	4
Csf1r	12	10	2	9	11	7
Hmgxb3	389	511	560	705	532	546
Gnaq	754	979	963	1059	885	964
Psat1	4411	4372	5341	5854	5531	5367
Tle4	240	267	288	223	267	290
Cndp2	256	249	377	316	348	322
Timm21	183	191	182	178	170	209
Cyb5a	225	222	283	222	296	274
Cbln2	0	0	0	0	0	0
Slc22a6	0	0	0	0	0	0
Scgb1a1	2	2	0	0	0	0
Asrgl1	317	282	347	423	333	347
Gm9750	0	1	0	1	0	1
Anxa1	11548	9550	11426	6432	10785	11192
Incenp	2755	3114	3785	2269	3277	3380
Fth1	11573	10858	13222	16851	12730	12765
Rab3il1	2	2	3	8	2	2
Fads3	529	689	824	1019	721	778
Fads2	1606	2132	2570	1100	2440	2388
Tmem138	93	105	111	112	138	120
Tmem216	52	68	79	84	66	82
Sdhaf2	505	478	522	571	553	523
Cd5	14	10	14	7	12	1
Cd6	0	0	1	0	0	0
Ms4a7	0	0	0	0	0	0
Ms4a1	0	0	0	0	0	0
Ms4a4c	0	0	0	0	0	0
Ms4a6b	0	0	0	0	0	0
Ms4a4d	0	0	0	0	0	0
Ms4a6d	0	0	0	0	0	0
Ms4a2	0	0	0	0	0	0
Ms4a3	0	0	0	0	0	0
Cblif	0	0	0	0	0	0
Mrpl16	325	336	407	243	379	378
Osbp	1377	1637	1680	1526	1610	1765
Fam111a	448	641	669	284	621	626
Keg1	0	0	0	0	0	0
Zfp91	1096	1565	1666	1475	1469	1513
Lpxn	17	18	23	28	13	19
Gna14	0	0	1	1	0	1
Rfk	1643	1475	1738	2376	1582	1618
Pcsk5	0	0	0	0	0	0
Ostf1	988	779	1024	850	898	1003
Carnmt1	406	496	510	368	530	510
Trpm6	191	200	186	346	153	208
Ms4a19	0	0	0	0	0	0
Ms4a20	0	0	0	0	0	0
Ms4a8a	0	0	0	0	0	0
Ms4a10	0	0	0	0	0	0
Ccdc86	128	185	196	199	210	220
Zp1	0	0	0	0	0	0
Prpf19	2097	2362	2790	2691	2672	2726
Tmem132a	1933	1961	2229	2410	2006	2097
Slc15a3	53	41	55	35	50	54
Pga5	0	0	0	0	0	0
Ddb1	19606	20951	24110	15003	22428	23000
Fen1	51	55	97	49	75	69
Syt7	114	142	173	143	146	134
Aldh1a7	0	0	0	1	0	0
Tmc1	0	0	0	0	0	0
Zfand5	1217	1243	1288	2046	1161	1164
Cemip2	899	930	973	1017	894	947
Slc22a19	0	0	0	0	0	0
Rtn3	3435	3648	4142	3444	3842	3799
Atl3	2740	3398	3570	2967	3423	3713
Gm16437	0	0	2	0	0	1
Naa40	463	504	608	482	527	587
Lipo3	1	0	0	0	0	0
Otub1	1416	1472	1818	1633	1654	1793
Lipf	0	0	0	0	0	0
Cdc42bpg	1079	1188	1390	1694	1219	1320
Lipn	2	1	0	3	1	1
Lipk	0	0	1	0	0	0
Ehd1	4186	4483	5370	4555	5015	4930
Atg2a	700	813	845	1010	765	815
Ankrd22	10	3	1	20	3	1
Stambpl1	982	896	987	1368	819	857
Ppp2r5b	297	321	321	437	291	339
Fas	482	435	469	201	421	441
Cdc37l1	567	583	616	552	533	580
Lipa	792	679	744	812	743	688
Ak3	738	930	956	585	899	922
Gpha2	2	0	0	1	1	0
Rcl1	522	583	710	785	687	723
Majin	0	0	0	0	0	0
Snx15	161	187	240	194	200	208
Jak2	1359	1674	1719	2303	1432	1589
Sac3d1	112	126	171	113	150	146
Cdca5	701	683	849	524	823	863
Zfpl1	335	304	392	303	338	348
Tnfrsf25	3	1	2	1	2	1
Kif20b	1827	2426	2494	1420	2087	2262
Vps51	491	474	572	519	623	605
Htr7	0	0	0	0	0	0
Tm7sf2	124	111	173	185	174	151
Rpp30	332	323	393	272	415	394
Ankrd1	3859	4129	4651	3686	3827	4136
Pcgf5	742	796	858	730	778	835
Mlana	0	0	1	1	0	0
Syvn1	594	587	657	690	564	656
Il33	11	7	3	56	5	11
Tnks2	5313	6389	6501	6442	6158	6501
Tjp2	2238	2893	3189	2756	2973	3076
Trpd52l3	0	0	0	0	0	0
Frmd8	917	945	1176	827	1104	1153
Uhrf2	1938	2104	2345	2835	2200	2211
Slc25a45	40	66	68	78	66	72
Rad9a	575	589	793	703	707	674
Dpf2	1272	1226	1514	1557	1305	1302
Gldc	1	0	0	1	1	0
Mrpl21	335	342	438	355	455	429
Rps6kb2	97	118	141	132	97	133
Ighmbp2	178	241	273	222	272	267
Pola2	1266	1410	1688	1007	1540	1617
Coro1b	2847	2680	3285	2775	2958	3076
Dmrt1	0	0	0	0	0	0
Eif1ad	282	332	415	428	375	388
Cabp4	10	9	11	8	13	10
Chka	1309	1157	1281	2509	1121	1176
Banf1	1627	1753	2318	1604	2286	2364
Tmem134	987	781	981	1030	1030	1007
Cst6	81	67	89	75	86	67
Aip	1012	894	1133	883	1073	1058
Pitpnm1	1475	1699	1746	1771	1734	1822
Sf3b2	5853	6913	8313	6365	7552	7498
Pold4	499	372	479	637	494	486
Pacs1	1506	1948	1959	1748	1817	1900
Cdk2ap2	1025	852	962	947	854	883
Cabp2	0	0	0	0	0	0
Grk2	1606	1917	2224	2089	2133	2295
Klc2	517	667	777	751	724	751
Mbl2	0	0	0	0	0	0
Acy3	38	23	28	11	28	15
Pip5k1b	9	11	15	53	8	14
Dkk1	0	0	0	0	0	0
Gm49405	11	7	17	14	10	1
Rab1b	1514	1520	1933	1372	1797	1887
Doc2g	3	9	10	10	5	10
Cnih2	19	25	23	13	32	31
Yif1a	467	387	511	414	527	536
Cbwd1	270	297	348	281	313	298
Rin1	1086	1110	1203	2265	1140	1233
Aldh3b1	271	250	317	298	328	275
Asah2	633	730	704	823	621	684
Rce1	296	277	346	405	379	322
Slc29a2	118	134	190	145	161	145
Pcx	50	65	75	163	67	60
Minpp1	522	612	658	734	674	698
Apba1	1	3	1	9	4	3
Papss2	5	10	8	3	7	6
Cpt1a	1295	1410	1399	1203	1474	1391
Peli3	38	26	24	29	33	22
Mrpl11	449	428	561	295	618	590
Lao1	0	0	0	0	0	0
Tesmin	0	1	1	2	3	2
Mus81	221	199	217	317	210	223
Gal	1	4	0	0	0	0
Ppp6r3	2042	2591	2700	2139	2490	2531
Efemp2	1298	1143	1443	1169	1321	1348
Ctsw	188	160	142	50	162	148
Fibp	424	421	535	412	508	520
Fosl1	105	108	125	240	118	127
Lrp5	2764	3281	3537	3637	3381	3412
Drap1	1330	1157	1608	1336	1549	1647
Smarca2	1362	1745	1658	1624	1562	1568
Ovol1	34	33	47	68	48	44
Vldlr	85	70	52	175	75	82
Rnaseh2c	601	472	684	347	675	619
Kat5	470	530	600	550	499	533
Rela	1082	1368	1575	1362	1373	1339
Slc1a1	0	0	0	0	0	0
Kcnk7	0	2	2	0	0	0
Ehbp1l1	1174	1119	1413	1562	1238	1239
Fam89b	0	0	0	0	2	1
Ltbp3	7157	6349	6844	9657	6465	6631
Scyl1	1063	1109	1348	1328	1220	1220
Capn1	1638	1819	2089	1928	1951	1914
Smc5	1580	2033	1988	1563	1657	1786
Arl2	661	527	723	673	702	762
Men1	1036	1208	1366	910	1173	1240
Map4k2	360	442	469	389	369	384
Sf1	3606	4639	5107	4025	4667	4941
Prdx5	1999	1357	1748	2509	1739	1791
Esrra	637	537	682	745	630	629
Kcnk4	0	5	3	2	4	2
Gpr137	120	102	165	174	114	134
Bad	266	216	277	260	235	282
Plcb3	2964	3639	3675	3262	3362	3591
Vegfb	1087	1025	1259	1168	1182	1173
Dnajc4	242	192	240	231	219	216
Fermt3	3	4	10	3	6	4
Stip1	4943	5740	6735	4019	5974	6225
Rcor2	539	568	629	502	656	590
Mark2	1279	1453	1495	1478	1459	1522
Spindoc	531	444	635	485	535	556
Lgals12	0	1	0	1	0	0
Plaat5	0	0	0	0	0	0
Smc3	2609	3523	3476	2288	3233	3256
Pdcd4	917	865	1078	839	901	926
Shoc2	1490	1659	1736	1442	1535	1602
Gpam	305	421	492	480	449	491
Tectb	0	0	0	0	0	0
Acsl5	3016	3195	3862	3516	3322	3418
Zdhhc6	670	786	826	877	762	876
Vti1a	290	308	371	439	345	392
Tcf7l2	178	232	218	190	210	228
Hhex	0	1	0	0	0	0
Cyp26a1	2	0	0	0	0	1
Cep55	1735	1950	2096	1118	1793	1888
Rbp4	0	0	0	0	0	0
Eif3a	10172	12364	12962	12316	12320	12387
Pde6c	0	0	0	0	0	0
Dennd10	441	525	570	569	522	531
Prdx3	1012	1060	1274	1093	1270	1302
Plce1	0	5	0	16	0	0
Noc3l	274	357	369	462	374	396
Hells	1541	2205	2252	1469	2091	2187
Cyp2c55	130	108	134	155	103	125
Cyp2c39	0	0	0	0	0	0
Cyp2c40	0	0	0	0	0	0
Sorbs1	216	283	271	245	252	284
Aldh18a1	2162	2148	2459	3465	2626	2552
Tctn3	161	154	195	137	197	191
Ccnj	54	43	63	83	58	75
Tll2	1	0	0	0	0	0
Dntt	1	0	0	0	0	0
Tm9sf3	4766	5144	5572	4980	5566	5606
Pik3ap1	8	4	11	9	10	7
Lcor	447	662	563	681	570	613
Slit1	1	2	0	3	1	0
Smndc1	817	872	1031	1035	888	939
Mxi1	1403	1415	1654	1229	1503	1587
Add3	1155	1264	1368	1179	1312	1282
Xpnpep1	1973	2206	2683	1993	2558	2694
Trim8	1264	1283	1485	2314	1381	1383
Arl3	671	508	659	652	670	661
Sfxn2	71	70	70	55	63	73
Maoa	905	1011	1160	1084	1067	1047
Efhc2	0	0	0	0	0	0
Fundc1	423	448	528	519	496	489
Nt5c2	696	743	757	643	808	758
Dusp21	0	0	0	0	0	0
Msr1	0	0	0	0	0	0
Pdcd11	740	1069	1135	1092	1133	1130
Taf5	198	227	261	189	225	263
Pcgf6	298	330	365	378	376	392
Samt4	0	0	0	0	0	0
Nr0b1	0	0	0	0	0	0
Tasl	0	1	0	0	0	1
Gk	796	771	850	663	800	778
Slk	2496	3490	3303	3817	2972	3287
Col17a1	2	4	8	7	1	6
Sfr1	2490	2572	2902	2250	2637	2633
Gsto1	1541	1360	1688	1285	1682	1702
Gsto2	75	66	80	100	84	67
Habp2	0	0	0	0	0	0
Casp7	394	443	456	317	465	460
Dclre1a	275	414	436	305	406	462
Nhlrc2	835	1087	1086	890	966	1173
Tdrd1	0	0	1	0	1	1
Vwa2	166	165	189	88	175	196
Afap1l2	223	240	228	304	206	197
Ablim1	1893	1955	2020	2280	1727	1846
