	R7	R8	R9	R1	R2	R3
2600006K01Rik	0	0	0	0	0	0
Cplane1	1649	1959	1628	1582	1381	1461
Ncoa5	521	559	550	475	495	452
Gabbr2	0	0	0	2	0	0
Zc3h10	338	319	315	348	238	239
Tbc1d2	283	263	249	405	201	220
Xkr5	95	98	98	60	98	104
Myl6b	187	221	180	242	157	143
Trub2	204	218	220	222	170	170
Wdr70	1233	1120	1212	1122	919	954
Olig2	0	0	0	0	0	0
Arhgap29	1048	868	863	815	856	800
Zfp335	458	460	523	384	301	307
Nhsl1	2342	2336	2297	1950	1926	2042
Slc45a1	0	0	0	0	0	0
Epg5	664	607	550	1017	406	435
Zfp800	399	407	427	343	272	260
Mcph1	987	1004	929	878	718	758
Rapgef1	2862	2917	2878	2731	2274	2404
Pcif1	1104	1066	1055	1313	1028	1080
Endov	382	331	326	560	267	269
4932438H23Rik	0	0	0	1	1	0
Rere	2432	2509	2364	3215	1758	1959
Trim14	487	396	420	340	245	268
Srrm3	0	2	1	1	0	0
Slc44a3	212	193	218	399	170	169
Neurl2	62	57	57	50	53	61
Slc39a5	3	4	4	4	6	8
Heca	1912	1784	1799	1507	1216	1239
Lrrc17	0	0	0	0	0	0
Tmem120a	483	475	475	574	371	367
Alg14	229	197	195	185	225	238
Txlnb	20	16	16	17	21	13
Fgl2	1	1	0	1	0	2
Armh3	446	397	420	248	306	343
Eva1c	132	136	149	393	117	113
Gpr37	0	0	0	0	0	0
Slc26a11	104	93	125	165	60	72
Cited2	6609	6342	6411	2613	4605	4452
Spsb1	390	358	348	361	301	290
Pak5	0	0	0	0	0	0
Coq10a	202	182	208	126	140	137
Rhbdd2	283	278	286	354	281	309
Urb1	130	125	159	266	107	134
Gsap	147	144	125	206	106	113
Pik3cd	319	322	312	126	251	271
Ptger4	60	52	63	59	51	46
Plcb4	277	322	244	288	219	254
Dag1	4026	4151	3991	3346	3636	3777
Clstn1	7057	7048	6970	6647	6033	6354
Stk32a	0	0	0	0	0	0
Mrap	1	0	0	2	0	0
Etfbkmt	173	161	176	112	144	159
Hip1	2041	2049	2106	3148	1847	1893
Rhou	2238	2166	2023	2286	1661	1724
Olfr906	0	0	0	0	0	0
Ccdc40	6	8	8	7	6	5
Zfp292	1074	1169	1030	1133	922	972
Rsbn1l	785	837	823	511	635	621
Tbc1d16	1389	1451	1480	1348	868	933
Deup1	0	0	0	0	0	0
Zc3h12d	1	0	2	0	0	2
Dtx4	1535	1554	1692	1289	960	1032
Ccdc32	260	250	252	168	181	176
Sinhcaf	1014	1046	1074	876	769	796
Phtf2	491	487	471	290	441	482
Ankrd13c	1151	1200	1186	1096	1000	1046
Cbx4	1581	1527	1495	1692	1169	1131
Edrf1	339	362	346	331	292	307
Timeless	834	875	906	808	954	900
Ifi203	3125	2881	2768	3248	2001	2018
Magi2	12	12	8	14	11	16
Ginm1	246	236	219	278	184	209
Bahd1	1304	1166	1161	812	770	735
Gnaz	22	10	16	7	13	16
Slc7a5	4164	3960	4397	6813	3322	2912
Fkbp6	0	0	0	0	0	0
Ptger3	0	0	0	0	0	0
Saa4	0	0	0	0	0	0
Cox15	917	846	854	663	813	851
Lats1	2216	2246	2089	2011	1621	1750
Rab11fip2	344	348	323	395	316	331
Ythdf2	1200	1224	1182	855	803	842
Saa3	25	35	35	18	21	27
Elavl1	2167	2010	2070	1632	1760	1845
Ipo8	1103	1147	1112	1130	1028	1072
Stat2	1179	972	946	763	529	548
Nup43	739	720	693	563	590	576
Disp2	1	3	2	8	5	4
Negr1	0	0	0	0	0	0
Ift88	164	181	149	299	165	149
Rbms2	2183	2051	1979	1942	1694	1749
Orc3	577	622	614	584	491	522
Tph1	0	0	0	1	0	1
Ndufb10	617	574	524	602	618	570
Baz2a	3457	3367	3243	2923	2246	2398
Gjb6	0	0	0	0	0	0
Plcb2	0	0	0	0	1	1
Pfpl	0	0	0	0	0	0
Ptges3-ps	315	302	276	196	287	283
Bub1b	3656	3585	3659	2625	3567	3748
Tnni3k	0	0	0	0	0	0
Bmf	549	577	580	361	345	346
Flywch1	923	1010	1028	838	648	687
Klhl42	238	261	228	215	167	159
Plpp6	186	200	185	281	157	159
Gramd1b	50	55	60	138	46	55
Mrps35	588	551	624	448	518	541
Mettl11b	0	0	0	0	0	0
Cacna2d1	7	4	4	2	2	0
Rep15	1	2	0	4	1	1
Zmym5	620	661	635	566	422	392
Gorab	372	418	425	705	383	328
Gpr26	0	0	0	0	0	0
Sdr9c7	0	0	0	0	0	0
Pnrc1	1032	1067	1112	1496	1028	1015
Svs2	0	0	0	0	0	0
Gpr176	0	0	3	0	1	4
Rdh7	0	0	0	0	0	0
Abcc8	1	3	0	0	1	0
Ndp	0	0	0	0	0	0
9430038I01Rik	34	41	35	45	50	48
Tdrd6	0	0	0	1	0	0
Rgl3	2	0	0	0	0	0
Maob	2	2	0	5	0	0
Hmx3	0	0	0	0	0	0
Hs2st1	3256	3092	3112	2568	2881	2969
Thbs1	13871	11557	11079	8280	10402	10669
Wfdc5	0	0	0	0	0	0
Tax1bp3	663	608	625	709	460	469
1700034J05Rik	0	0	0	0	0	1
Kcns1	0	0	0	0	0	0
Cd209c	0	0	0	1	0	0
Ikzf5	30	31	27	32	30	28
Fmo2	0	1	0	0	0	2
Alkbh3	251	254	235	180	203	227
2310057M21Rik	201	180	186	188	137	152
Fmo1	6	3	3	5	3	3
Ankrd6	49	46	70	50	58	32
Arntl2	207	234	200	252	150	172
Scamp2	641	625	622	604	477	511
Odad1	20	18	14	15	15	23
Nemp1	969	980	930	956	633	660
Cd209e	0	0	0	0	0	0
Pclaf	1576	1709	1595	821	2103	2090
Cuzd1	2	0	0	0	0	0
Zfp704	808	961	840	663	580	694
Emp3	151	152	153	120	177	193
Kyat3	36	51	45	112	76	69
Gm6369	0	0	0	0	0	0
Ttc12	1	0	0	0	0	0
Gas8	343	372	405	302	243	202
Prrc2c	6061	6378	5571	6533	4861	5395
Gpr34	0	0	0	1	0	0
Syngr4	8	16	15	8	13	12
Tm7sf3	784	741	756	921	713	701
Trappc5	567	598	569	568	411	425
Fgfr1op2	1047	1135	1084	1110	1019	1001
Tbc1d10c	3	1	0	0	6	3
Lrp1	3921	4639	3566	10165	4607	5112
Ints13	643	627	624	470	532	536
Gbp7	1042	864	875	298	299	354
Sema3d	8	7	10	6	14	7
Nxph4	63	69	77	79	39	54
Daam2	16	18	10	20	12	18
Klhdc4	747	790	831	743	751	754
Gbp2b	1103	959	938	426	432	370
Dnm3	0	1	0	1	1	2
Plekha1	1079	1112	1193	815	854	869
Mrps28	279	265	246	291	260	293
Bach2	101	92	76	90	55	43
Accs	113	145	142	167	110	89
Cdk6	2222	2459	2078	2255	1654	1817
Pacsin1	5	7	3	7	5	2
Ndufa4l2	0	0	0	1	1	0
Cdin1	448	390	423	494	372	372
Btnl9	0	3	1	0	2	0
Gzmg	0	0	0	0	0	0
Stac3	3	2	7	4	4	3
Hey1	10	22	12	15	15	13
Ddx58	2000	1777	1770	1641	1021	1060
Suco	1129	1032	1038	1241	861	868
Btbd16	0	0	0	0	0	0
Rbm48	157	144	163	71	93	115
Alx4	1	2	0	0	0	0
Cchcr1	856	761	787	840	693	740
Ctsg	0	0	1	0	0	0
Zfp770	236	248	271	206	190	191
Slc25a24	2234	2221	2207	2465	2355	2386
Gm15429	6	4	7	6	3	5
Dcaf1	2106	2047	2074	1354	1632	1549
Cul9	0	1	1	1	0	1
Olfr56	10	7	8	8	2	4
Il7	193	181	159	127	164	185
Nsmce4a	983	969	957	621	883	880
Fam102b	2682	2904	2724	2564	2661	2779
Tex45	5	0	2	3	1	1
Arhgap9	13	14	13	29	21	16
Trim7	152	176	168	163	109	131
Ankib1	1366	1328	1359	911	955	985
Mars1	3423	3255	3399	2788	2156	2175
Skiv2l	776	756	731	1054	730	715
Ufl1	583	565	558	637	526	542
Bcor	1411	1499	1450	816	933	944
Sec1	0	0	0	2	0	1
Trim41	890	932	951	795	671	693
Lrrd1	0	1	1	3	3	1
Etfrf1	127	126	114	138	126	136
Gpr63	27	33	14	19	20	17
Cacng5	0	0	0	0	0	0
Pex2	498	558	518	541	465	454
Cbln3	1	3	1	4	2	4
Aqr	1319	1295	1332	1179	1196	1260
Ppp1ca	5321	5193	5162	4136	5022	4978
Klhl32	0	2	1	1	0	0
Wdr47	309	277	250	213	189	178
Map3k10	591	623	567	505	491	565
Abhd13	926	868	892	756	661	708
Havcr1	0	0	0	0	0	0
Akap9	1342	1580	1287	1073	989	1127
Fbxl4	366	355	335	363	300	339
Elapor1	3	0	2	0	1	0
Timd2	0	0	0	0	0	0
Slc25a28	617	651	587	606	398	499
Dtx3	655	641	611	731	416	443
Cdh18	0	0	0	0	0	0
Rc3h1	1275	1332	1267	1028	899	985
Hipk4	4	2	0	3	6	4
Plekha4	2	4	1	6	0	2
Mterf1a	55	53	60	50	41	39
Pitpnc1	757	731	679	1031	515	582
Ltb4r2	0	0	1	0	0	0
Zbtb38	1554	1510	1414	1247	1336	1390
Large2	268	260	269	271	205	238
Ppp1r15a	367	322	391	487	210	210
Slc26a10	44	47	42	33	39	37
Rprd1a	580	523	513	625	431	464
Spns2	660	612	600	634	515	503
Sgms1	717	684	663	612	610	681
Cdh12	0	0	0	0	0	0
Usp45	1022	976	957	729	743	815
H2ap	0	0	0	0	0	0
Arglu1	520	617	524	796	494	594
Os9	1380	1374	1275	1789	1271	1156
Mybbp1a	5770	5597	5763	4979	4698	4800
Gtpbp10	642	593	578	551	536	570
Blvrb	245	252	231	210	232	188
4921522P10Rik	1	0	1	0	1	0
Ggt6	1	0	3	1	0	2
Rabggta	667	639	624	972	599	631
Cfap69	46	50	39	59	64	53
Prdm13	0	0	0	0	0	0
Dgkz	1420	1340	1310	1284	1260	1351
Bptf	2434	2677	2487	2309	2385	2454
Dxo	284	242	274	317	220	199
Xaf1	590	407	397	282	147	178
Lrrc52	0	0	0	0	0	0
Ltbp4	2295	2239	2232	2510	2153	2169
Sox30	0	0	1	0	0	0
Lrfn2	0	0	0	0	0	0
Chrm4	2	0	0	1	1	1
Igsf23	5	4	7	6	8	9
Marchf9	838	812	780	706	711	693
Abcg5	0	0	0	0	0	0
Ambra1	956	1002	999	756	676	694
Pvr	857	742	766	1012	581	630
Tex47	0	0	0	0	0	0
Manea	446	477	435	483	384	414
Tsfm	468	482	459	415	509	518
Tlr8	0	0	0	1	0	0
Zfp609	1778	1788	1728	1605	1223	1361
Cblc	504	527	538	489	361	396
Milr1	1	1	2	2	1	1
Abhd11	372	363	394	433	365	376
Matn1	0	0	0	0	0	0
Necab1	0	0	1	0	0	0
Adam22	5	9	8	36	8	6
Ctdsp2-ps	9	9	7	6	13	10
Tmem225	0	0	0	0	0	0
Pitpnm3	41	49	28	16	17	26
Tex2	1095	1059	1115	1498	919	999
Ckap5	4830	4791	4684	4123	4543	4676
Otud6b	643	617	621	599	506	542
C3ar1	0	1	1	0	0	1
Aipl1	21	29	26	28	18	21
Mettl27	241	279	217	322	262	288
Wdr7	352	305	330	287	209	217
Gstm2	355	319	340	658	430	455
Plppr2	50	37	49	45	24	38
Apoc1	0	0	0	0	0	0
Btaf1	1184	1257	1273	756	796	909
Slc26a7	0	1	0	0	0	0
Rundc3b	183	205	196	209	128	164
Tmem270	1	0	0	0	0	0
Cyp2b13	0	0	0	0	0	0
Abcb1a	14	21	19	68	38	19
Ofd1	229	226	266	240	211	241
1110051M20Rik	20	19	19	14	4	12
Cd79b	0	1	2	0	0	1
Ranbp17	27	22	18	39	15	23
Pogk	1006	974	1000	1481	809	841
Mis12	588	668	619	419	508	560
Eps8l3	0	1	0	3	1	0
Nlrp4a	0	0	0	0	0	0
Bace2	0	0	0	0	0	0
Kazn	8	10	12	4	7	12
Tlx3	58	50	50	25	38	31
Ildr2	0	0	0	0	0	0
Apobec1	85	63	66	102	60	59
Nlrp9c	0	0	0	0	0	0
Tmem51	18	28	24	62	14	14
Pck2	2397	2332	2253	2901	1578	1490
Dhx33	426	402	429	430	308	339
Gemin8	187	173	176	249	157	166
Plekhg1	6	4	4	6	9	10
Aicda	0	0	1	2	3	2
Mael	0	0	0	0	0	0
Dok4	796	711	774	510	498	554
Nrl	0	0	0	0	0	0
Erc2	57	49	65	52	41	44
Ppip5k2	922	881	910	1622	782	834
Rimklb	1	0	0	0	0	0
Cyp2b23	0	0	0	0	0	0
Tasor	292	280	270	530	239	221
Oaz2	1955	2010	1897	998	1520	1557
Ppp1r14c	45	42	42	124	38	38
1700063H04Rik	0	0	0	0	0	0
Dnph1	486	498	453	426	563	634
Efhd2	2009	1865	1861	2017	1516	1485
Cyp2b9	0	0	0	0	0	0
Rad54l2	1433	1555	1340	1190	1009	1055
Clcf1	254	322	318	250	163	192
Sh3bgr	3	2	4	4	0	2
Nup88	1598	1666	1614	1229	1337	1489
Phc1	576	584	574	626	500	517
Mthfd1l	1892	1825	1859	1901	1816	1798
Kremen2	3	3	3	6	5	3
Hmgn1	3684	3684	3688	4305	3923	4020
Madd	487	485	472	542	334	331
Tbl3	968	939	900	678	790	785
Col16a1	1621	1531	1492	1978	1944	2078
Slco4c1	0	0	0	0	0	0
Apobec2	0	3	4	2	1	2
Dnajc16	350	302	335	319	223	222
Limd2	1242	1229	1161	1736	1252	1245
Ap1g2	370	351	326	443	321	333
Cyp2s1	79	90	73	120	54	63
A930016O22Rik	1	2	0	2	3	1
Agmat	0	1	0	0	0	0
St8sia4	12	16	18	7	14	13
Sh3pxd2b	2338	2411	2312	2932	1742	1903
Camta2	324	322	298	494	296	291
Creg1	307	297	282	318	224	229
Klc3	496	501	456	435	338	369
Rsc1a1	0	0	0	0	0	0
Il17rd	243	230	222	220	81	97
Virma	1610	1568	1557	1244	1240	1321
Zfhx2	111	139	126	207	96	98
Scamp5	0	0	0	1	0	0
Rcsd1	0	3	2	6	1	1
Kcna2	0	1	0	0	0	0
Hnrnpul1	4431	4365	4308	3967	3911	4044
Hesx1	0	0	0	0	0	0
Esrp1	1847	1785	1768	2162	1320	1277
Cep126	53	37	59	89	32	33
Eif4h	7067	7051	7000	6111	5955	6143
Erg	1	1	0	1	0	1
Ppp1r13l	1200	1148	1183	1201	1082	1124
Ints8	920	966	1020	558	823	810
Slc25a34	4	3	0	3	0	0
Rnf167	357	347	321	362	299	287
Cd53	0	0	0	1	0	0
Siah1b	218	194	185	117	153	166
Lat2	7	8	13	20	7	12
Myh6	241	215	194	131	114	96
Cmtm5	0	0	0	1	1	1
Appl1	1603	1591	1677	1201	1187	1260
Spen	1589	1746	1589	1781	1160	1283
Snrnp25	171	188	185	156	183	223
Il25	0	0	0	1	0	0
Oard1	390	383	391	366	364	349
Cept1	829	855	840	721	603	614
Gm9772	0	0	0	1	2	0
Cop1	1451	1363	1344	1587	1184	1209
Ttc3	2665	2648	2605	3158	2669	2806
C1qtnf4	0	0	0	0	0	0
Iqcc	160	144	168	141	130	115
Iqsec3	0	0	0	0	0	0
S100g	0	0	0	0	0	0
Chil3	1	0	1	0	0	0
Eml2	970	944	871	1464	1040	1129
Agbl2	0	2	0	0	0	0
Tex264	995	992	1010	800	736	727
Dennd6a	661	634	625	710	490	478
Hlcs	241	253	271	367	246	223
1700123O20Rik	263	264	264	222	197	229
Snrpd2	869	848	823	673	1084	1128
Catsperd	42	27	29	75	24	20
Zmynd15	24	27	27	37	15	22
Gpr161	492	517	497	211	273	313
Gm11639	0	0	0	0	0	0
4930579G18Rik	36	43	38	62	21	34
Six5	121	129	148	155	136	142
Szrd1	1553	1526	1541	1193	1077	1082
Tiprl	1226	1239	1199	1029	1046	1039
Sft2d2	2989	2847	2749	4604	2009	2109
Psme4	2461	2323	2358	1902	2024	2202
Plekhh2	394	365	358	385	388	395
Reps2	8	16	7	94	11	12
Dlk1	0	0	0	0	0	0
Erf	1482	1514	1555	1094	1060	1134
Bsdc1	725	739	714	612	523	554
Crocc	300	283	322	443	319	302
Ino80d	564	643	543	622	432	489
Rsph6a	0	0	0	0	1	0
Begain	4	0	2	9	1	5
Osbpl10	213	186	196	184	167	185
Wdr25	77	97	65	91	51	59
Tmem205	243	237	249	309	225	208
Gfer	539	492	516	481	433	446
Foxa3	0	2	1	1	3	2
Kcnd3	0	0	0	0	0	0
Ccr6	0	0	0	0	0	0
Kcnk18	0	0	0	0	0	0
Gm21988	0	1	0	1	0	0
Atp1a3	8	9	7	3	3	15
Fbxw4	361	325	307	273	249	244
Slc19a2	279	304	329	365	258	246
4930505A04Rik	0	0	0	0	0	0
S100pbp	1081	1021	1053	907	726	848
Rfx3	295	330	282	248	217	262
Padi6	0	0	0	0	0	0
Ulk4	88	113	94	154	120	117
Slc16a11	6	5	5	18	6	2
Arhgef1	2692	2664	2748	3170	2255	2272
Tet2	180	202	185	352	154	182
Rcc2	7378	7426	7820	7912	6065	6280
Mgl2	0	0	0	0	0	0
Rps19	5144	5196	4919	4958	5234	5424
Cables1	39	36	22	31	29	28
Asgr2	0	0	0	1	0	0
Arhgef10l	1378	1358	1428	1475	988	946
Slc22a2	0	0	0	0	0	0
Arhgef38	2	0	0	0	0	2
Igsf21	0	0	0	0	0	0
Gm11992	6	2	2	7	6	11
Sun3	1	0	0	0	0	0
Mill2	4	8	5	25	8	5
Sh3kbp1	265	276	255	1135	293	255
Abhd4	1249	1199	1190	986	816	836
Npnt	1401	1338	1321	1797	1234	1276
Trim62	22	34	39	41	14	24
Iqcf4	0	0	0	0	0	0
Cmtm8	50	51	40	99	46	37
Nrg3	0	0	0	0	0	0
Map7d2	1	3	0	0	2	1
Iffo2	812	858	848	968	600	630
Ghitm	5251	4830	5043	7230	3220	3298
Gm17018	246	250	241	182	209	200
Irgq	499	448	543	482	345	359
Fam117b	1282	1239	1257	1234	879	946
Lrit1	0	0	0	0	0	0
Ramp3	2	5	9	15	3	9
Slc7a13	0	0	0	0	0	0
Wdr43	2836	2673	2843	2361	2104	2120
Wwp1	731	720	715	1159	727	704
Mslnl	60	46	34	9	24	25
Pif1	426	352	371	236	292	308
4930596D02Rik	0	0	0	0	0	0
Nacad	26	20	14	6	14	14
Fzd7	947	916	1025	1009	752	755
Grid1	0	0	1	0	0	0
Rwdd2b	41	41	56	55	56	63
Ostc	875	873	839	1024	829	836
Tspyl2	173	163	153	190	127	129
Elmo1	93	70	78	101	63	58
Iqsec2	285	260	286	309	204	226
Ccdc8	0	0	0	0	0	0
Pde9a	0	1	0	10	0	1
Nbl1	259	268	255	374	134	142
Msantd4	1204	1206	1143	940	846	865
H2az2	1501	1566	1446	1334	1595	1656
Zfp598	1846	2067	2048	2301	1251	1262
N4bp2l1	205	181	181	128	101	103
Smc1a	2114	2149	2094	3230	2593	2532
Cyyr1	2	0	1	0	1	0
Ripk2	509	542	512	406	384	385
Nme8	0	0	0	0	0	0
Pnmal1	0	0	0	0	0	0
Tmco4	97	87	87	90	94	96
Dnah7b	0	0	0	0	0	0
Brca2	752	831	736	686	723	818
Osgin2	188	183	209	138	144	191
Otud3	109	133	107	108	83	78
Zmiz2	2043	2019	2127	1820	1471	1594
Spem1	0	0	1	0	0	1
Lonp1	3427	3287	3441	4517	2718	2600
Hectd2	132	168	137	187	120	115
Prkd2	998	869	917	657	600	632
Chrnb1	434	401	452	830	536	549
Pla2g5	2	5	1	7	1	1
Rpusd1	403	353	352	245	257	276
Pla2g2d	0	0	0	0	0	0
Trir	1067	1072	1089	911	1013	1012
Map6d1	2	2	4	1	0	3
Yeats2	999	1089	1117	1033	865	943
Clvs1	0	0	0	0	0	0
Arhgap11a	1874	1920	2010	1873	1806	1940
Elovl6	1054	1228	1084	1072	1416	1523
Arhgap12	924	978	919	955	717	766
Phf8	762	754	764	792	600	635
Ublcp1	386	314	354	424	277	294
Chd7	590	605	499	583	345	421
Vps41	882	925	916	904	760	757
Pklr	0	0	0	0	0	0
Rbbp8	515	470	505	463	462	445
Mul1	315	291	315	232	178	192
Wnk3	0	0	0	1	0	0
Lamp3	1	0	1	1	0	2
Kcnj1	0	0	0	0	0	0
Tmco5b	0	0	0	0	0	0
Zfp236	516	595	544	615	418	493
Car8	1	1	0	0	0	1
Rusc1	64	37	50	51	37	36
Uspl1	608	586	625	668	516	516
Dmxl2	139	177	147	103	96	91
Tox	0	0	0	0	0	0
Ttc1	850	844	882	753	565	586
Sox15	208	190	191	175	168	164
Adgrf1	0	0	0	0	0	0
Cdk13	1188	1197	1272	1038	861	931
Katnal1	433	481	457	478	374	431
Cftr	1	2	2	0	1	0
Gtf3c3	910	889	936	710	781	827
Sntb2	1821	1933	1855	1658	1213	1307
Nkx6-2	0	0	0	0	0	0
Slc7a1	2132	1966	2041	3341	1713	1697
Thoc6	364	367	376	437	365	369
Ak7	2	4	7	1	3	3
Inhba	1189	1140	1156	1317	1103	1112
Pcf11	633	677	675	475	471	462
Atp1b2	10	8	7	3	11	4
Mup4	0	0	0	0	0	0
Atg2b	1356	1358	1321	1378	1056	1155
Ankrd42	47	51	43	48	35	39
Wrap53	300	271	307	227	229	228
Bdkrb1	18	18	15	29	15	10
Rap1gap	317	302	316	564	274	292
Tmem29	111	124	118	96	105	106
Rgl2	1151	1164	1087	1021	1227	1327
Ssr2	1861	1775	1737	1751	1553	1567
Nutm1	2	0	0	0	1	1
Tcl1	0	0	0	0	0	0
Pum3	1474	1460	1416	1638	1313	1274
Myzap	65	58	61	69	62	51
Shtn1	2264	2112	2219	1766	1532	1530
B4galnt3	796	764	694	874	768	818
Ccdc9	814	871	851	690	513	534
Ninj2	23	18	30	25	20	25
Cldn5	1	1	0	0	0	1
Htr2c	0	0	0	0	0	0
Mdfic	758	732	729	629	610	637
Mettl18	76	88	88	112	65	68
1700013G24Rik	0	0	0	0	0	0
BC055324	752	707	752	561	613	654
Wapl	2943	2957	3022	3152	2309	2283
Dicer1	1223	1260	1141	1223	904	957
Pik3r1	773	813	688	778	756	720
Meis3	91	121	94	162	84	95
Paqr6	0	1	0	0	0	2
Hibch	374	386	368	356	257	312
Nthl1	274	291	267	316	210	215
Ccnb1	2593	2636	2572	1597	2615	2641
Utp4	1539	1515	1643	1250	868	887
Mfsd6	1093	974	1071	1263	594	615
Gk5	185	198	203	120	121	131
Arhgap32	1103	1130	1099	815	735	874
Mmrn2	0	1	0	0	0	0
Serpina3h	9	3	8	9	7	9
Rpl21	4333	4279	4186	4143	4281	4221
Tardbp	3093	3105	3219	1955	2819	3030
Cacna2d4	0	0	0	0	0	2
Gpr12	0	0	0	0	0	0
Shld2	117	92	108	111	92	108
Smpx	3	1	2	3	1	2
Dcp1b	84	87	84	109	59	79
Syt15	1	2	0	1	0	0
Serpina3g	6	6	5	19	13	10
Piezo2	102	97	105	165	116	132
Zfp281	637	647	593	582	514	546
Stx3	820	794	732	591	537	561
Cep78	267	289	289	204	217	202
Kif14	892	958	970	959	1013	1029
Gm3402	0	0	0	0	0	0
Rrp9	400	399	424	402	351	434
4930569F06Rik	0	0	0	0	0	0
Irf8	134	123	103	504	163	177
Upk2	1	0	0	2	0	0
Rnf123	619	567	651	618	462	473
Ago1	1237	1305	1229	1084	1096	1172
Rbp3	0	0	0	0	0	0
Serpina3a	0	0	0	0	0	0
H2-Ob	0	1	0	0	0	0
Sox5	85	97	80	78	76	67
Disp3	0	1	4	0	0	2
Hspb8	1247	1359	1270	1024	1141	1095
Serpina5	0	0	0	0	0	2
Ptchd1	0	0	0	0	0	1
Fbxo2	520	529	496	1189	464	459
Fmod	10	2	2	0	0	1
Nop53	3326	3226	3254	2806	2854	2880
L3mbtl4	0	0	0	0	0	0
Tssk1	1	0	1	0	2	0
Serpina12	0	0	0	0	0	0
Camsap2	1432	1500	1492	1601	1045	1105
Selenow	566	525	502	950	633	655
Prelp	4	3	0	23	7	11
Crx	0	0	0	0	0	0
Obox6	0	0	0	0	0	0
Sdk2	0	0	0	0	0	0
Tmtc4	569	556	583	696	518	470
Nlrp5-ps	4	1	1	0	0	0
Cdc42ep4	1003	919	934	628	627	670
Inava	1057	1095	1087	951	795	780
Mbp	818	833	804	790	676	695
Entpd3	637	577	614	811	371	363
Bicdl1	48	53	60	54	43	35
Nppa	0	0	1	1	1	1
Ccdc74a	38	43	27	14	21	21
Mmp1b	0	0	0	2	0	0
D11Wsu47e	174	159	156	181	115	147
Gucy1a2	0	0	0	0	0	0
Ggact	172	161	182	211	186	212
Fam104a	825	833	827	832	686	689
Mrps27	411	390	404	344	372	343
Kctd12b	42	38	55	25	59	67
Gcn1	4007	3961	3877	3256	3374	3672
Kif21b	472	461	429	812	431	456
Slc5a12	0	0	0	0	0	0
Ddx24	3283	2872	2947	2031	1729	1702
Klf8	87	101	93	98	66	83
Pcca	405	434	374	563	424	456
Pnpla3	7	5	4	5	11	9
Slc39a11	279	243	291	351	233	213
Rragb	0	0	0	0	0	0
Bbox1	0	0	0	0	0	0
Prima1	0	0	0	0	0	0
Rims1	0	0	0	0	0	0
Pyroxd1	110	109	103	149	71	69
Lrrc18	0	1	1	1	0	0
BC006965	11	10	5	6	4	3
Lrrc29	41	43	42	29	38	40
Iapp	0	0	0	0	0	0
Bivm	509	502	518	452	411	462
Fcho2	1123	1114	1135	952	752	814
Amot	562	581	536	508	447	482
Kcnj2	0	0	0	0	0	0
Rasl12	0	0	1	0	0	1
Cox6a1	2402	2464	2366	2546	2404	2484
Slco1a1	0	0	0	0	0	0
Lhfpl1	0	0	0	0	0	0
Btbd7	1881	1920	1738	1917	1423	1530
Zic5	204	169	193	164	132	137
Tmem273	0	0	0	0	0	0
Mpped1	0	0	0	1	0	0
Trpc5	0	1	2	1	0	0
Ubr7	1654	1647	1593	1029	1220	1285
Gm20604	52	47	54	37	44	48
Alg13	277	345	322	212	268	296
Pi4ka	780	788	777	1155	827	880
Khdc1c	0	0	0	0	0	0
Coro2b	11	15	15	32	14	7
Prrxl1	0	0	0	0	0	0
Pgm5	2	0	1	0	1	1
Coq5	811	769	744	602	618	607
Kirrel	3169	3170	3026	2987	2633	2685
AAdacl4fm3	0	0	0	0	0	0
Tspo	2388	2289	2175	1729	2220	2339
Tmem45b	0	1	0	2	1	0
Rnf10	6081	5815	5898	5015	4928	5127
Pde3a	1	0	1	3	1	2
Utp15	729	756	785	638	554	526
Cd1d2	1	1	0	0	1	1
Trem3	0	0	0	0	0	0
Plekha6	20	21	20	28	16	18
Gpr155	32	30	33	60	49	27
Tpp2	2528	2392	2514	2384	2058	2069
Ubac2	495	506	482	610	433	403
Ppp2r2d	948	872	880	704	709	754
Slc24a4	0	0	0	0	0	0
Enc1	1166	1117	1199	998	850	886
Ydjc	215	216	170	253	172	206
Mapk1ip1	93	107	94	116	91	98
Cir1	523	524	520	440	387	386
Tram2	498	515	503	557	474	487
Cpsf2	2489	2500	2517	1637	1912	2050
Lad1	2876	2625	2778	3663	2686	2668
2700046A07Rik	0	0	0	0	0	0
Capza3	0	0	0	0	0	0
Myrip	0	1	0	0	0	0
Abca9	0	0	0	2	0	0
Gck	0	0	0	1	0	0
Phlda3	393	391	410	302	287	310
Pramel1	0	0	0	0	0	0
Efhc1	0	0	2	1	0	1
Poldip3	2154	2062	2072	1591	1640	1595
Fam169a	169	168	173	76	162	161
Oasl1	1652	1314	1329	649	410	444
Abca8a	1	0	1	12	1	3
Sytl3	0	0	1	1	0	2
Ptpre	529	519	439	567	469	531
Pdcd7	474	473	464	303	305	350
Haus1	430	381	394	314	371	382
Rpl37	2750	2803	2743	2910	2988	3140
Fhdc1	799	704	723	557	500	549
Rhod	675	588	601	444	451	459
Ppp4r3a	1077	1111	1149	996	841	847
Card6	334	392	357	371	346	359
Tcf20	2075	2103	2022	1560	1841	1999
Oosp1	0	0	0	0	0	0
Mcm3	3109	3246	3257	2691	3304	3442
Ankrd13a	1553	1553	1496	1339	1199	1283
Il17f	1	0	0	1	0	1
8430432A02Rik	2	1	0	0	1	0
